"name","abd","abd_unit","lat","lng","state","county","comment"
"Mammuthus columbi","","",31.416668,-110.116669,"Arizona","stated in text","""T23S, R22E, Sec. 21, n1/2 nw1/4 nw1/4 nw1/4... 0.4 miles west of the present channel of the San Pedro River, on a small tributary entrenched by arroyo cutting... the area... was about 11 m. back into the bank and 17 m. along the face"""

"Mammuthus columbi","","",43.433334,-103.466667,"South Dakota","based on nearby landmark","within the town of Hot Springs (basis of coordinate)"

"Mammuthus primigenius","","",65.349998,-151.0,"Alaska","based on nearby landmark","""along the Porcupine River in northeastern Alaska... in the Lower Rampart region"" apparently close to ""Rampart canyon... 25 m above a scoured late-Pleistocene coulee, and ca. 45 m above the base level of the Porcupine River"" (coordinate based on Rampart Gorge)"

"Mammuthus","","",69.683334,-154.899994,"Alaska","stated in text","""from a point bar on the Ikpikpuk River, Alaska (69º41'N, 154º54'W)"""

"Mammuthus","","",35.258331,-106.400002,"New Mexico","stated in text","""35º15'30""N, 106º24'W... [a] natural solution tunnel 138 meters long and 2 to 4 meters in diameter [in] the Magdalena limestone of Pennsylvanian age. The mouth is in a nearly vertical cliff some 100 meters above the floor of Las Huertas Canyon in the Sandia Mountains"" (Haynes and Agogino 1986)"

"Mammuthus","","",35.258331,-106.400002,"New Mexico","stated in text","""35º15'30""N, 106º24'W... [a] natural solution tunnel 138 meters long and 2 to 4 meters in diameter [in] the Magdalena limestone of Pennsylvanian age. The mouth is in a nearly vertical cliff some 100 meters above the floor of Las Huertas Canyon in the Sandia Mountains"" (Haynes and Agogino 1986)"

"Mammuthus","","",37.666668,-122.5,"California","based on nearby landmark","""in a fresh roadcut near San Francisco on California State Highway No. 1 where it skirts the ocean shore at the 200 foot contour line due east of Mussel Rock"" (coordinate based on Mussel Rock)"

"Mammuthus columbi","1","specimens",43.559444,-93.988052,"Minnesota","estimated from map","abutment of a bridge over a new dredge ditch that drains the area south of Blue Earth River, 8 miles SE of Blue Earth, 4 miles west of Frost"

"Mammuthus columbi","1","specimens",43.758888,-93.20639,"Minnesota","estimated from map","coordinates are for Hollandale"

"Mammuthus columbi","1","specimens",44.272221,-92.985558,"Minnesota","estimated from map",""

"Mammuthus columbi","1","specimens",44.566113,-92.536942,"Minnesota","estimated from map",""

"Mammuthus columbi","1","specimens",46.357224,-94.194443,"Minnesota","estimated from map",""

"Mammuthus columbi","1","specimens",44.960278,-93.321114,"Minnesota","estimated from map",""

"Mammuthus columbi","1","specimens",44.726944,-92.853333,"Minnesota","estimated from map",""

"Mammuthus columbi","1","specimens",43.586388,-93.926666,"Minnesota","based on political unit",""

"Mammuthus columbi","1","specimens",44.943611,-93.093613,"Minnesota","based on political unit",""

"Mammuthus columbi","1","specimens",43.648609,-93.362503,"Minnesota","based on political unit",""

"Mammuthus columbi","1","specimens",44.31889,-95.948059,"Minnesota","based on political unit",""

"Mammuthus columbi","1","specimens",44.640278,-93.143608,"Minnesota","estimated from map",""

"Mammuthus primigenius","","",64.053329,-141.876663,"Alaska","stated in text","""near Mile 69 on the Taylor Highway (64º03.2'N, 141º52.6'W)... a sluice pond [is] directly upstream from the excavated area from which the fossils reported here were collected"""

"Mammuthus columbi","","",36.116669,-97.900002,"Oklahoma","based on nearby landmark",":""eight miles west"" of Hennessey (Cope 1894: coordinate based on Hennessey)"

"Mammuthus columbi","","",31.549999,-110.166664,"Arizona","stated in text","""northwest quarter of Section 1, T. 22 S., R. 21 E... on the north bank of Horsethief Draw... An area of 124 square meters was opened up"""

"Mammuthus columbi","","",19.566668,-99.699997,"Mexico","based on nearby landmark","""about 2 kilometers southwest of Tepexpan and west northwest of the village of Santa Isabel Iztapan"" (coordinate based on Tepexpan)"

"Mammuthus primigenius","","",33.733334,-118.200836,"California","based on nearby landmark","Banks of San Pedro Bay in Long Beach California"

"Mammuthus","","",36.900833,-82.080002,"Virginia","based on nearby landmark","mouth of second order stream valley near north side base of Clinch Mountain"

"Mammuthus primigenius","","",41.74139,-92.726387,"Iowa","based on nearby landmark","Remains found within a half mile of Main St. and Fourth Ave.  20ft. below the surface."

"Mammuthus columbi","","",31.221111,-81.503891,"Georgia","estimated from map",""

"Mammuthus","3","specimens",36.9575,-81.769165,"Virginia","stated in text",""

"Mammuthus primigenius","1","specimens",38.594723,-78.675552,"Virginia","estimated from map",""

"Mammuthus columbi","","",29.2075,-81.003334,"Florida","estimated from map","20 miles south of St. Augustine"

"Mammuthus","","",37.097298,-81.336098,"Virginia","based on nearby landmark",""

"Mammuthus primigenius","","",36.9575,-81.769165,"Virginia","stated in text",""

"Mammuthus","","",38.713333,-77.79528,"Virginia","estimated from map",""

"Mammuthus primigenius","","",70.583336,-128.169449,"Northwest Territories","estimated from map",""

"Mammuthus","1","specimens",42.133331,-67.5,"Maine","stated in text",""

"Mammuthus","1","specimens",41.916668,-67.5,"Massachusetts","stated in text",""

"Mammuthus","1","specimens",41.25,-67.5,"Massachusetts","stated in text",""

"Mammuthus","1","specimens",39.866669,-73.966667,"New Jersey","stated in text",""

"Mammuthus","1","specimens",39.583332,-72.666664,"New Jersey","stated in text",""

"Mammuthus","1","specimens",37.5,-75.75,"Virginia","stated in text",""

"Mammuthus","1","specimens",37.0,-75.0,"Virginia","stated in text","coordinates are approximate"

"Mammuthus","1","specimens",37.0,-75.716667,"Virginia","stated in text","coordinates are approximate"

"Mammuthus","1","specimens",36.849998,-75.033333,"Virginia","stated in text",""

"Mammuthus","2","specimens",36.766666,-74.75,"Virginia","stated in text","coordinates are approximate"

"Mammuthus columbi","1","specimens",53.0,-122.5,"British Columbia","based on nearby landmark","Bullion Mine, Cariboo District"

"Mammuthus columbi","1","specimens",50.846111,-119.629723,"British Columbia","estimated from map","Between Squilax and Chum Lake, on the east side of Chum Creek"

"Mammuthus columbi","1","specimens",48.601665,-123.347221,"British Columbia","estimated from map","cliff on James Island"

"Mammuthus columbi","1","specimens",48.458611,-123.294724,"British Columbia","estimated from map",""

"Mammuthus columbi","1","specimens",48.472778,-123.291115,"British Columbia","estimated from map",""

"Mammuthus columbi","1","specimens",48.456669,-123.326111,"British Columbia","estimated from map",""

"Mammuthus columbi","1","specimens",50.946388,-119.258614,"British Columbia","estimated from map",""

"Mammuthus columbi","1","specimens",48.116943,-122.760559,"Washington","estimated from map",""

"Mammuthus primigenius","1","specimens",53.0,-122.5,"British Columbia","based on nearby landmark","Bullion Mine, Cariboo District"

"Mammuthus primigenius","2","specimens",64.837776,-147.716385,"Alaska","estimated from map",""

"Mammuthus primigenius","2","specimens",64.05278,-139.425003,"Yukon","estimated from map",""

"Mammuthus columbi","1","specimens",48.601665,-123.347221,"British Columbia","estimated from map","cliff on James Island"

"Mammuthus columbi","","",37.683334,-113.633331,"Utah","stated in text","""section 3, T.36 S., R.16W.... two miles southeast of Beryl Junction in a gravel pit owned by Robert Holt"""

"Mammuthus columbi","","",36.9575,-81.769165,"Virginia","stated in text",""

"Mammuthus","","",40.269722,-80.566109,"West Virginia","based on political unit","""Sandpit located 1/4 mile north of the city limits of Follansbee and 3/4 mile east of the Ohio River"""

"Mammuthus primigenius","","",39.950001,-75.166664,"Pennsylvania","based on nearby landmark","""on a golf course near Philadelphia"" (basis of coordinate)"

"Mammuthus columbi","","",39.644169,-77.585556,"Maryland","",""

"Mammuthus columbi","","",38.681946,-76.138885,"Maryland","estimated from map",""

"Mammuthus primigenius","","",38.681946,-76.138885,"Maryland","estimated from map",""

"Mammuthus columbi","","",25.700001,-80.400002,"Florida","unpublished field data","Perrine 7.5' Quadrangle, NE1/4 of NW1/4 of section 35, T.55S., R.40E."

"Mammuthus","","",27.799999,-82.699997,"Florida","unpublished field data","along banks of Joe's Creek in sections 5 and 6, T.30S., R.16E., St. Petersburg 7.5' Quadrangle"

"Mammuthus columbi","","",28.083332,-80.599998,"Florida","based on nearby landmark","""on property owned by"" Singleton ""at Melbourne"" (basis of coordinate)"

"Mammuthus columbi","","",28.083332,-80.599998,"Florida","based on nearby landmark","""on property owned by"" Singleton ""at Melbourne"" (basis of coordinate)"

"Mammuthus columbi","","",29.950001,-82.788002,"Florida","estimated from map","T.6S., R.15E. in Hildreth 7.5' Quadrangle"

"Mammuthus columbi","","",27.17,-81.900002,"Florida","unpublished field data","Nocatee Quadrangle, T.38S., R.24E., NW1/4 of SE1/4 of Section 15; about 1 mile northwest of Nocatee; Note that in Hulbert et al. (2009) the locality is mistakenly stated to be in section 21, and its name is incorrectly given as Peace River 5A"

"Mammuthus","","",29.85,-82.599998,"Florida","unpublished field data","High Springs 7.5' Quadrangle; SW1/4 of section 27, T.7S., R.17E."

"Mammuthus columbi","","",26.700001,-80.166664,"Florida","stated in text",""

"Mammuthus primigenius","","",40.784,-122.281998,"California","estimated from map","Section 23, T. 34 N., R. 4 W., O'Brien 7.5' Quadrange.  North of Potter Creek"

"Mammuthus columbi","","",28.126944,-97.427498,"Texas","estimated from map","The locality is described as being about 1 mile north of the bridge on which the St. Louis & Brownsville Railroad crosses the Aransas. It is also about 20 miles southwest of Refugio. Nearer is a town named Sinton, and for convenience the collection will be spoken of as from Sinton."

"Mammuthus primigenius","","",19.910633,-99.140083,"México","based on nearby landmark","Tequixquiac, N edge of Valley of México, N of the city of México and town of Zimpango (Zumpango), E of Nochistongo forgo"

"Mammuthus","","",36.916,-121.818001,"California","based on nearby landmark","Quarry on nearby Buena Vista Drive where the county landfill is today."

"Mammuthus primigenius","","",66.654999,-162.130005,"Alaska","estimated from map","Coastal bluffs of the Baldwin Peninsula, 35 km southeast of Kotzebue and about 10 km north of the Arctic Circle."

"Mammuthus primigenius","1","specimens",42.50528,-88.030281,"Wisconsin","estimated from map",""

"Mammuthus primigenius","1","specimens",42.50528,-88.030281,"Wisconsin","estimated from map",""

"Mammuthus primigenius","1","specimens",42.50528,-88.030281,"Wisconsin","estimated from map",""

"Mammuthus primigenius","1","specimens",42.50528,-88.030281,"Wisconsin","estimated from map",""

"Mammuthus exilis","","",34.005554,-120.193054,"California","estimated from map","Santa Rosa Island, NW coast, 300-500 yards inland and about 20 yards back from the edge of the Garanon wave-cut platform"

"Mammuthus columbi","1","individuals",37.38361,-121.937225,"California","unpublished field data","""bottom of the Guadalupe River just downstream from the San Jose International Airport and the West Trimble Road overpass, on land managed by the Santa Clara Valley Water District\r\n(SCVWD)"""

"Mammuthus","1","specimens",37.380001,-121.985001,"California","unpublished field data","about 100 m northwest of the intersection of Oakmead Parkway and Lakeside Drive, and southeast of the I-101 and Lawrence Expressway interchange in Sunnyvale, CA"

"Mammuthus columbi","","",37.421112,-122.013885,"California","estimated from map",""
